session_id,user_id,timestamp_utc,event_index,user_action,product_id,category,brand,price,channel,device_type,region,traffic_source,time_spent_sec,session_length,interaction_count,is_conversion,drop_off_flag
S2-ED4134DDE31A,U-50458,2024-03-01 16:11:58,14,add_to_cart,P-8115,Electronics,Maybelline,735.69,mobile,tablet,BR,social,439.3,2255.0,27,false,false
S2-EBBF5D3586ED,U-42041,2024-03-01 17:21:52,16,purchase,P-5600,Shoes,FreshFarm,214.63,web,tablet,BR,social,501.9,2313.2,34,true,false
S2-A847EFBB6343,U-76316,2024-03-07 06:00:15,4,wishlist,P-6994,Shoes,Loreal,286.22,mobile,android,BR,social,272.7,1502.8,1,false,false
S2-EE42235FA632,U-81459,2024-03-03 15:22:29,6,click,P-2508,Electronics,Sony,837.53,app,ios,CA,paid_search,431.4,2460.8,32,false,true
S2-E46F53F404C5,U-36885,2024-03-01 14:11:20,10,click,P-3760,Shoes,Nike,160.94,mobile,ios,FR,email,142.6,669.6,9,false,true
S2-BD29A67F57DB,U-18570,2024-03-07 04:10:14,2,view,P-8835,Beauty,Asics,22.94,app,desktop,BR,social,342.5,1583.2,48,false,true
S2-148EC68CBE87,U-70453,2024-03-01 00:28:55,7,add_to_cart,P-6655,Sports,HomeGoods,496.72,app,android,UK,affiliate,446.3,463.4,48,false,true
S2-34290E140EAC,U-16434,2024-03-07 01:08:01,8,view,P-2120,Shoes,Ikea,128.96,app,ios,DE,referral,390.2,463.5,36,false,false
S2-4DE682DC8C8A,U-17484,2024-03-07 02:51:37,8,click,P-9214,Groceries,Ray-Ban,22.86,app,ios,CA,social,232.7,462.6,10,false,false
S2-C0965D4E40F1,U-70663,2024-03-06 07:41:42,7,purchase,P-2774,Accessories,Spalding,193.18,app,android,UK,referral,545.1,101.6,16,true,false
S2-A34F0954492B,U-73627,2024-03-03 04:49:26,10,drop,P-4962,Groceries,DailyFresh,30.02,web,android,JP,direct,525.1,2121.3,14,false,true
S2-1C9E5EEB8C23,U-96577,2024-03-06 16:24:29,18,add_to_cart,P-5834,Electronics,Wilson,1004.95,mobile,tablet,AU,direct,21.6,3532.8,8,false,true
S2-B2BD1345EF1A,U-26511,2024-03-05 18:05:42,11,click,P-3918,Beauty,Loreal,79.48,web,tablet,CA,direct,538.5,2561.7,22,false,false
S2-5653FB2463BD,U-39159,2024-03-05 04:15:45,14,drop,P-5817,Beauty,New Balance,74.21,web,ios,UK,paid_search,553.7,3249.8,5,false,false
S2-6D6BA3511BC9,U-58957,2024-03-07 07:07:03,1,view,P-5132,Groceries,Nike,28.22,app,android,UK,organic,385.0,2753.1,44,false,false
S2-FE6467A17691,U-70948,2024-03-04 09:16:45,18,wishlist,P-2524,Accessories,Nike,91.36,app,desktop,IN,organic,104.4,2308.2,9,false,false
S2-A658D4B5E1A0,U-81766,2024-03-01 12:06:20,20,add_to_cart,P-2835,Home,Olay,614.26,mobile,tablet,JP,organic,270.5,1372.9,15,false,true
S2-C35174FFCE5D,U-49856,2024-03-05 03:46:39,14,drop,P-7785,Apparel,GreatValue,47.32,web,desktop,AU,direct,69.1,307.3,27,false,true
S2-0977F1E857E1,U-49109,2024-03-02 20:33:41,5,click,P-6665,Sports,DailyFresh,494.8,app,tablet,CA,affiliate,312.0,2765.4,17,false,false
S2-508964927888,U-51395,2024-03-04 14:36:47,4,purchase,P-5666,Apparel,Sony,142.45,web,tablet,IN,affiliate,496.7,1660.3,31,true,false
S2-00FA73CE8087,U-23029,2024-03-03 09:20:41,8,purchase,P-2040,Shoes,Wilson,199.32,web,android,FR,affiliate,176.4,1421.2,44,true,false
S2-4774920E798B,U-28583,2024-03-06 13:19:21,3,click,P-3276,Groceries,FreshFarm,10.29,web,tablet,JP,social,75.2,1028.0,13,false,true
S2-246ADD4A4DE3,U-16013,2024-03-01 07:19:15,14,click,P-8363,Shoes,Wilson,67.9,mobile,ios,BR,direct,516.5,934.8,28,false,false
S2-39D284595B9E,U-72540,2024-03-02 09:15:42,13,drop,P-8212,Beauty,Decathlon,30.01,mobile,desktop,UK,paid_search,258.1,607.0,33,false,true
S2-24C6CB8D5A45,U-16481,2024-03-06 03:22:12,2,purchase,P-8670,Electronics,Ikea,1161.63,web,tablet,UK,affiliate,280.6,1849.7,20,true,false
S2-9E5C9DE1BC60,U-63906,2024-03-05 04:02:18,9,click,P-3200,Apparel,Ray-Ban,137.05,mobile,tablet,JP,email,203.3,2646.3,40,false,false
S2-D2A118541D68,U-74948,2024-03-02 03:18:34,12,view,P-9212,Electronics,FreshFarm,1024.23,app,ios,FR,organic,26.2,985.8,45,false,false
S2-03F3C579551E,U-27261,2024-03-03 21:58:43,12,view,P-3021,Home,OrganicCo,351.7,mobile,tablet,US,social,49.9,3330.2,25,false,true
S2-6034E7D366CB,U-27772,2024-03-06 18:05:42,12,add_to_cart,P-6417,Accessories,Ikea,60.08,app,android,DE,organic,523.9,2116.1,36,false,true
S2-89CC5EB9F68F,U-98727,2024-03-01 10:50:35,13,view,P-4071,Home,HomeGoods,320.39,app,tablet,JP,paid_search,41.8,2997.8,49,false,false
S2-CAE7A0B777F8,U-13841,2024-03-07 23:08:25,2,purchase,P-8636,Home,Sony,194.9,mobile,tablet,IN,affiliate,349.0,932.1,13,true,false
S2-52BC8D89296C,U-57704,2024-03-06 02:42:04,15,drop,P-9065,Apparel,Samsung,121.99,web,desktop,JP,direct,270.1,1357.9,15,false,true
S2-71D9BCCA3446,U-32179,2024-03-07 05:40:01,19,view,P-3158,Shoes,Decathlon,81.4,mobile,android,BR,social,94.3,1316.3,31,false,true
S2-BAA48E1B1FEB,U-68884,2024-03-07 10:46:28,2,purchase,P-7273,Beauty,Mainstays,11.2,mobile,desktop,DE,affiliate,384.2,1039.3,50,true,false
S2-072D418D34D2,U-46585,2024-03-04 20:32:00,4,wishlist,P-5073,Sports,Spalding,265.2,app,tablet,DE,organic,398.9,1040.8,31,false,true
S2-886F567603E3,U-82340,2024-03-05 01:47:01,15,add_to_cart,P-1892,Beauty,Ikea,50.74,app,android,UK,paid_search,456.6,3090.1,9,false,false
S2-3CB4F27AAB18,U-91012,2024-03-06 20:56:36,14,purchase,P-3021,Home,Adidas,295.02,mobile,tablet,JP,referral,31.7,2772.3,25,true,false
S2-C4BD606F7878,U-72386,2024-03-06 06:38:28,1,add_to_cart,P-1369,Home,Bose,254.06,app,desktop,JP,paid_search,118.9,849.1,45,false,false
S2-728E051B7D7A,U-81129,2024-03-03 07:47:48,17,click,P-1393,Shoes,Samsung,234.27,app,desktop,BR,email,381.4,3003.8,17,false,true
S2-F6BD99E90AAC,U-93945,2024-03-01 04:09:32,16,wishlist,P-1207,Apparel,Spalding,79.77,app,android,AU,referral,381.9,1944.6,13,false,true
S2-F39399633FDB,U-84125,2024-03-03 14:50:01,5,click,P-1671,Beauty,NatureBest,62.22,web,tablet,AU,email,345.4,2313.6,18,false,true
S2-033F975053F3,U-48649,2024-03-06 16:06:20,14,add_to_cart,P-8010,Electronics,Wilson,667.95,app,android,BR,organic,454.5,549.7,17,false,false
S2-92C47806A422,U-16315,2024-03-01 10:00:21,4,click,P-1083,Shoes,NatureBest,84.79,web,desktop,IN,direct,567.6,3327.6,47,false,false
S2-BCC378BA3422,U-26563,2024-03-07 21:39:54,12,drop,P-1380,Groceries,Adidas,39.87,app,ios,FR,paid_search,444.4,277.2,8,false,true
S2-E65327E16A27,U-35947,2024-03-05 02:03:40,2,drop,P-9091,Beauty,Apple,35.64,mobile,desktop,BR,referral,386.0,1300.2,9,false,false
S2-6FBBA838F046,U-61210,2024-03-01 05:46:22,7,add_to_cart,P-5900,Electronics,Maybelline,503.63,mobile,desktop,CA,organic,138.5,2482.5,48,false,false
S2-33C3CCA2B084,U-59031,2024-03-06 02:06:48,2,drop,P-5803,Groceries,HomeGoods,39.8,app,ios,IN,affiliate,372.1,3343.3,49,false,false
S2-9E543C25221B,U-27149,2024-03-01 22:30:50,6,click,P-1771,Apparel,NatureBest,26.71,mobile,android,US,referral,187.1,2297.6,6,false,false
S2-BDCB10A358A0,U-32532,2024-03-03 06:25:00,2,view,P-1208,Apparel,GreatValue,115.56,mobile,desktop,IN,social,538.1,150.6,24,false,false
S2-3C38B0E6B5C4,U-44517,2024-03-07 10:50:29,15,click,P-1195,Sports,Nike,392.53,app,desktop,BR,referral,377.5,1515.6,17,false,false
S2-1A41D9C262A7,U-81848,2024-03-07 22:15:53,9,view,P-3233,Electronics,Ray-Ban,471.58,web,tablet,AU,direct,23.7,2945.5,30,false,true
S2-75A76F5C3A64,U-30665,2024-03-04 09:52:40,15,wishlist,P-9404,Shoes,Mainstays,304.94,web,desktop,CA,direct,271.6,2931.2,16,false,false
S2-51CACC1C77F3,U-73049,2024-03-04 11:42:09,1,add_to_cart,P-8598,Accessories,Under Armour,180.02,web,desktop,IN,affiliate,484.8,2375.8,39,false,true
S2-4BFE5A046C88,U-28311,2024-03-04 22:39:36,15,purchase,P-6550,Accessories,Sony,223.09,web,desktop,CA,social,195.2,204.9,19,true,false
S2-7B37BCC6CC32,U-57760,2024-03-02 05:20:38,7,drop,P-6580,Home,Fitbit,591.71,web,ios,FR,email,270.9,692.2,25,false,false
S2-47A89554EA37,U-77941,2024-03-02 14:37:14,9,wishlist,P-5677,Accessories,Neutrogena,70.61,app,ios,CA,affiliate,300.0,2739.3,38,false,false
S2-FC88A9B829E4,U-58979,2024-03-02 17:48:30,3,drop,P-8022,Electronics,Coach,612.55,web,android,AU,email,383.2,730.4,16,false,false
S2-1221A5D680AD,U-27854,2024-03-03 22:03:37,13,drop,P-4293,Electronics,Olay,503.89,mobile,android,FR,affiliate,539.7,2576.9,26,false,true
S2-FDE67B14F031,U-99314,2024-03-04 00:17:46,6,view,P-3685,Apparel,GreatValue,190.34,mobile,desktop,CA,affiliate,543.7,695.4,2,false,false
S2-94DD57458347,U-64145,2024-03-04 23:47:19,1,wishlist,P-8768,Home,DailyFresh,706.92,app,desktop,UK,direct,504.0,1036.9,4,false,false
S2-CEC5214CA06A,U-20813,2024-03-01 14:19:24,12,wishlist,P-2339,Accessories,Coach,111.66,app,desktop,US,organic,526.1,1731.1,44,false,false
S2-1F67EACE184A,U-41718,2024-03-01 23:05:19,15,add_to_cart,P-7424,Home,Wayfair,148.6,web,desktop,BR,affiliate,126.9,2504.6,11,false,false
S2-66ACCF6106C4,U-93043,2024-03-01 04:56:51,2,add_to_cart,P-1571,Beauty,Under Armour,37.1,mobile,ios,UK,email,526.5,236.9,34,false,false
S2-5156041936DF,U-73211,2024-03-03 13:10:11,6,add_to_cart,P-9181,Home,Loreal,417.84,app,desktop,US,paid_search,28.7,3568.4,13,false,false
S2-04B49922A716,U-17674,2024-03-04 06:34:16,16,purchase,P-2333,Sports,Sony,267.17,mobile,ios,US,paid_search,125.9,2980.3,22,true,false
S2-BAF574516DCC,U-78370,2024-03-06 17:46:26,5,purchase,P-8419,Shoes,Fossil,284.42,app,ios,FR,affiliate,273.4,1400.3,26,true,false
S2-51B9AD5B7C8C,U-97578,2024-03-04 22:12:55,3,click,P-6788,Beauty,Coach,61.18,mobile,android,JP,direct,174.3,3551.6,13,false,false
S2-72FF2C28050B,U-31487,2024-03-06 10:04:58,9,view,P-8102,Sports,GreatValue,249.69,mobile,tablet,BR,email,336.8,839.9,41,false,true
S2-5CF7917BF305,U-38466,2024-03-03 19:38:42,5,wishlist,P-7956,Groceries,Under Armour,20.43,app,android,IN,direct,151.9,959.6,41,false,false
S2-C6901181B4A4,U-81782,2024-03-02 20:46:28,10,click,P-7827,Electronics,Spalding,356.6,mobile,tablet,DE,referral,460.9,462.4,46,false,false
S2-D2A02265E7D1,U-45765,2024-03-02 19:28:04,18,click,P-2063,Groceries,OrganicCo,10.04,web,ios,US,social,532.0,1328.1,24,false,false
S2-1F3505EBB974,U-80122,2024-03-06 19:28:45,7,drop,P-4651,Accessories,Nike,132.68,web,tablet,UK,direct,233.1,2666.2,31,false,false
S2-F482860603D6,U-72603,2024-03-04 03:37:06,3,add_to_cart,P-3008,Accessories,Decathlon,129.98,mobile,android,CA,social,74.5,135.0,7,false,false
S2-4CD5953F7664,U-17786,2024-03-01 01:02:48,15,click,P-9000,Beauty,Ray-Ban,59.54,mobile,android,DE,direct,445.6,1502.3,20,false,true
S2-AB54C1FB66ED,U-41629,2024-03-06 15:08:05,2,drop,P-1419,Beauty,Asics,22.73,mobile,tablet,CA,email,402.4,2243.3,44,false,true
S2-1696954697B7,U-49259,2024-03-01 10:02:37,6,click,P-7022,Groceries,Bose,20.57,web,desktop,DE,affiliate,442.1,2628.8,45,false,false
S2-5E6228D32B2B,U-52232,2024-03-02 05:14:59,4,wishlist,P-8994,Home,Target,724.5,web,tablet,IN,affiliate,514.3,2648.6,46,false,false
S2-20A507B4040A,U-22398,2024-03-04 05:59:42,7,wishlist,P-8689,Apparel,Sony,182.34,web,tablet,AU,organic,30.2,613.9,47,false,false
S2-7E20462D966A,U-26111,2024-03-07 10:04:04,18,wishlist,P-3276,Electronics,Bose,1426.54,mobile,android,DE,organic,492.9,767.6,29,false,true
S2-C4D21358C915,U-13677,2024-03-02 21:02:16,16,add_to_cart,P-1062,Electronics,Fitbit,839.31,web,tablet,FR,organic,179.5,937.0,10,false,true
S2-055733A41C59,U-20126,2024-03-01 12:08:27,16,add_to_cart,P-3856,Groceries,Coach,14.98,web,desktop,US,direct,155.2,3145.1,15,false,true
S2-5C91B1DA83C1,U-59960,2024-03-06 13:50:49,4,add_to_cart,P-4558,Shoes,DailyFresh,208.43,app,tablet,CA,paid_search,242.2,2298.7,50,false,true
S2-80CFD6BE55D1,U-26368,2024-03-01 23:30:08,10,purchase,P-3864,Apparel,Coach,27.72,web,desktop,IN,direct,28.8,1669.5,29,true,false
S2-C25A695A27CC,U-92594,2024-03-03 14:45:08,14,add_to_cart,P-2953,Electronics,HomeGoods,638.49,web,ios,FR,paid_search,501.6,504.4,6,false,false
S2-7B11EFA5649C,U-18426,2024-03-06 04:33:46,17,purchase,P-1764,Groceries,Ray-Ban,17.83,mobile,ios,AU,paid_search,448.0,1074.9,12,true,false
S2-0180C9261C93,U-66579,2024-03-02 03:04:11,16,drop,P-9461,Beauty,Decathlon,51.17,web,android,CA,affiliate,306.1,2060.0,47,false,false
S2-B901D1AECF62,U-98036,2024-03-07 02:14:55,4,purchase,P-4579,Groceries,HomeGoods,27.91,app,desktop,JP,referral,442.4,1167.8,22,true,false
S2-F4EE97A8BE7D,U-34533,2024-03-01 00:15:35,13,wishlist,P-1181,Groceries,Under Armour,43.9,web,desktop,IN,affiliate,440.7,2737.4,8,false,false
S2-0E4F7092BA73,U-26740,2024-03-06 20:24:49,13,drop,P-9585,Sports,Ray-Ban,186.37,mobile,desktop,IN,social,504.9,356.0,16,false,false
S2-069786696E23,U-63242,2024-03-05 21:08:34,9,view,P-3478,Sports,GreatValue,63.76,web,desktop,US,paid_search,394.7,2643.7,30,false,false
S2-C4B77A740AE5,U-19261,2024-03-06 01:51:16,19,purchase,P-6339,Apparel,Dove,60.56,mobile,tablet,DE,paid_search,159.9,1744.9,14,true,false
S2-32758A66217E,U-85808,2024-03-06 19:53:05,10,wishlist,P-4874,Beauty,HomeGoods,103.37,mobile,ios,US,social,286.6,2553.3,14,false,false
S2-D93E1387DB92,U-19092,2024-03-07 03:59:53,7,add_to_cart,P-3140,Groceries,FreshFarm,36.0,web,android,IN,referral,480.2,924.9,37,false,true
S2-EAC7B1085BF5,U-19401,2024-03-03 16:53:15,8,drop,P-7494,Electronics,Wayfair,1121.18,web,desktop,UK,referral,144.7,3343.3,45,false,false
S2-51E21DDCF854,U-77277,2024-03-01 16:10:41,1,purchase,P-2522,Groceries,Loreal,9.35,web,android,UK,referral,142.8,554.5,43,true,false
S2-6F852FF4C029,U-43192,2024-03-05 04:17:13,2,add_to_cart,P-1043,Groceries,NatureBest,46.68,web,tablet,FR,direct,188.2,3474.2,8,false,false
S2-FFAB70FAC13B,U-64056,2024-03-02 20:52:38,7,wishlist,P-6903,Groceries,DailyFresh,23.99,mobile,desktop,UK,email,593.6,654.1,12,false,false
S2-E44E34636930,U-64276,2024-03-02 08:54:07,10,purchase,P-9449,Shoes,Dove,178.83,mobile,tablet,IN,email,163.3,2841.3,14,true,false
S2-AA8FA97AAD52,U-84357,2024-03-03 00:03:09,8,add_to_cart,P-7004,Groceries,Target,43.84,mobile,ios,AU,social,189.9,1440.1,38,false,true
S2-B993A3A5F0F7,U-22797,2024-03-01 06:57:15,17,view,P-2111,Sports,DailyFresh,319.36,app,desktop,JP,organic,8.5,3044.5,44,false,false
S2-16C29B9BBF9B,U-48913,2024-03-03 07:26:11,9,purchase,P-3196,Apparel,H&M,79.93,app,desktop,CA,organic,398.0,1214.8,34,true,false
S2-B69262A6DB9C,U-34312,2024-03-03 21:47:04,13,view,P-8456,Apparel,FreshFarm,198.36,web,ios,UK,social,131.9,901.7,32,false,false
S2-39A9E47DEE9C,U-86589,2024-03-07 09:55:27,12,wishlist,P-9801,Apparel,Target,80.25,mobile,ios,US,paid_search,41.8,3280.1,3,false,true
S2-59CA81743742,U-83533,2024-03-01 13:15:41,8,click,P-5974,Shoes,GreatValue,35.13,app,tablet,AU,organic,121.6,3590.5,11,false,true
S2-8EB017056D36,U-57458,2024-03-02 17:08:53,2,purchase,P-7008,Home,New Balance,461.22,mobile,android,US,referral,200.9,1508.5,17,true,false
S2-3E97502D3653,U-22396,2024-03-04 15:32:57,11,view,P-2459,Beauty,FreshFarm,112.73,web,ios,US,social,529.3,2261.2,30,false,true
S2-72FD4CDC821C,U-11799,2024-03-01 16:13:21,2,drop,P-5945,Electronics,Coach,129.97,web,tablet,JP,paid_search,493.3,3175.9,48,false,false
S2-22C6A0294744,U-39544,2024-03-01 06:27:51,14,wishlist,P-5866,Groceries,Dove,3.7,app,desktop,IN,email,71.7,2142.1,40,false,true
S2-3FC23FD1DAF3,U-97034,2024-03-07 10:32:20,11,wishlist,P-7708,Groceries,Ray-Ban,36.15,web,ios,DE,social,335.3,1464.9,43,false,false
S2-E70DEB320382,U-45920,2024-03-06 19:45:21,15,drop,P-4673,Shoes,Loreal,179.52,web,tablet,AU,email,295.0,2062.7,40,false,false
S2-389883036BF5,U-10411,2024-03-01 02:19:44,7,wishlist,P-1841,Home,GreatValue,432.77,mobile,ios,CA,email,427.9,345.8,3,false,true
S2-4E9798A48157,U-37451,2024-03-04 13:43:25,18,wishlist,P-4270,Electronics,Target,809.69,app,tablet,BR,direct,337.4,2959.3,32,false,true
S2-7D47288B3EA9,U-23510,2024-03-02 23:18:24,12,click,P-4034,Groceries,Neutrogena,29.77,web,ios,JP,email,67.8,1970.0,4,false,true
S2-5C9E9FF2E7F6,U-25840,2024-03-05 04:16:40,17,wishlist,P-4531,Sports,Under Armour,468.77,mobile,ios,UK,affiliate,529.8,301.6,42,false,true
S2-79E670C42C70,U-37389,2024-03-06 15:59:19,1,click,P-6060,Groceries,Spalding,6.7,mobile,android,CA,email,132.0,970.5,23,false,false
S2-61E91F49D3A7,U-98290,2024-03-07 16:04:28,13,drop,P-1733,Groceries,Neutrogena,20.61,mobile,ios,IN,social,452.2,3186.2,24,false,false
S2-50D0B3A72CE1,U-66724,2024-03-02 17:24:00,9,purchase,P-3381,Apparel,New Balance,119.76,web,desktop,US,organic,564.8,1045.0,34,true,false
S2-99D4BC94E46D,U-25256,2024-03-02 17:59:22,12,click,P-7767,Sports,Fitbit,441.57,web,desktop,FR,direct,221.7,1759.6,32,false,false
S2-546E24E24582,U-53098,2024-03-06 12:18:32,13,drop,P-4045,Sports,New Balance,461.97,app,desktop,US,direct,389.6,1990.6,2,false,true
S2-834C8CD65642,U-16217,2024-03-01 01:21:44,11,click,P-2499,Electronics,Coach,1083.3,app,desktop,IN,referral,10.9,1768.3,2,false,false
S2-B60C494D745D,U-93972,2024-03-06 13:42:36,10,click,P-9088,Sports,OrganicCo,74.83,mobile,android,US,referral,131.6,3475.4,8,false,true
S2-8C4F8863F88A,U-23801,2024-03-04 10:31:19,10,drop,P-1216,Groceries,Sony,39.84,mobile,android,DE,referral,167.2,2314.9,31,false,true
S2-F73D4B32CF92,U-12287,2024-03-03 06:17:13,2,add_to_cart,P-2621,Electronics,H&M,241.14,mobile,android,AU,referral,227.5,452.0,29,false,false
S2-D54588D4E7E6,U-35541,2024-03-03 14:55:29,15,add_to_cart,P-8681,Sports,GreatValue,477.18,web,ios,UK,direct,348.9,3340.1,24,false,false
S2-B8CD39703C93,U-71431,2024-03-03 12:05:09,18,drop,P-6898,Electronics,Fossil,715.33,app,tablet,UK,organic,346.9,3468.2,20,false,false
S2-DEDC0081678C,U-36883,2024-03-06 04:06:47,16,drop,P-7925,Groceries,Under Armour,42.0,app,android,JP,affiliate,481.7,232.0,46,false,true
S2-1E930104A7BB,U-86716,2024-03-03 17:51:24,9,wishlist,P-7625,Beauty,Neutrogena,12.04,mobile,desktop,US,email,463.6,1520.9,27,false,false
S2-31DF835C732C,U-85135,2024-03-02 01:37:13,16,click,P-9434,Apparel,Fossil,109.68,web,desktop,BR,referral,318.7,3180.0,3,false,false
S2-2CEDF95930A7,U-30082,2024-03-01 10:00:38,19,purchase,P-3396,Home,Target,362.27,app,ios,IN,email,126.0,2589.1,36,true,false
S2-884A62F99082,U-61781,2024-03-05 22:27:52,17,click,P-7356,Apparel,Olay,12.8,mobile,tablet,JP,email,190.2,2808.3,45,false,false
S2-3B41ED3EE50A,U-81705,2024-03-01 05:02:32,20,view,P-7099,Home,FreshFarm,331.36,app,tablet,IN,paid_search,547.4,2500.8,37,false,true
S2-9419F3A85F10,U-27818,2024-03-03 08:31:28,9,click,P-3184,Sports,OrganicCo,223.4,app,tablet,FR,referral,422.9,1885.3,25,false,true
S2-269A3E066F37,U-41390,2024-03-04 07:22:50,11,drop,P-7993,Sports,Samsung,491.59,mobile,android,FR,affiliate,156.5,1221.9,37,false,true
S2-0375FCB6726D,U-83656,2024-03-01 07:52:11,4,add_to_cart,P-4732,Sports,Dove,81.51,mobile,desktop,JP,affiliate,564.0,357.4,18,false,false
S2-C040F906AE48,U-37550,2024-03-07 13:10:29,16,add_to_cart,P-3105,Home,Ikea,297.12,mobile,tablet,BR,direct,141.4,2539.2,2,false,true
S2-E8F4DE7D35CD,U-40145,2024-03-03 17:17:59,19,click,P-1709,Sports,Puma,291.35,app,tablet,BR,email,254.5,1019.9,3,false,true
S2-D784794D2054,U-60532,2024-03-03 01:00:31,17,drop,P-6325,Groceries,Mainstays,10.74,mobile,tablet,FR,referral,85.3,3340.0,22,false,false
S2-6BB0EB903071,U-95428,2024-03-01 15:30:38,5,purchase,P-7317,Electronics,Target,945.12,app,tablet,CA,referral,151.0,2247.8,4,true,false
S2-CE65A75BFD51,U-60952,2024-03-03 10:50:57,12,add_to_cart,P-3746,Shoes,Dove,31.35,mobile,tablet,DE,social,322.0,3537.3,44,false,false
S2-86745AC831DF,U-69420,2024-03-06 22:25:59,1,wishlist,P-1539,Home,Mainstays,516.87,app,desktop,CA,affiliate,275.2,1555.8,49,false,false
S2-38E6FCD42005,U-15974,2024-03-01 07:18:16,2,click,P-5878,Apparel,Spalding,131.72,app,desktop,BR,organic,426.0,2276.6,6,false,true
S2-B077691E79C7,U-65909,2024-03-04 21:41:23,14,purchase,P-5140,Accessories,OrganicCo,266.19,app,desktop,JP,referral,411.2,3171.2,42,true,false
S2-5B6A88FF4EDB,U-13693,2024-03-05 13:16:21,10,drop,P-2450,Apparel,Mainstays,36.74,app,ios,UK,referral,40.7,2431.5,1,false,true
S2-6BE6E0E41C0D,U-51208,2024-03-03 09:37:06,20,view,P-5564,Electronics,Maybelline,444.07,mobile,tablet,UK,affiliate,338.8,1082.6,17,false,false
S2-E779C0688F4B,U-91330,2024-03-05 11:11:31,11,click,P-8296,Shoes,Loreal,104.56,web,android,BR,social,346.7,3168.4,8,false,true
S2-6862BACAAFC6,U-12997,2024-03-07 02:56:45,18,purchase,P-5619,Sports,DailyFresh,392.65,app,ios,JP,direct,43.9,596.6,16,true,false
S2-A344926E3245,U-28645,2024-03-07 20:11:40,9,view,P-1719,Accessories,Puma,207.68,mobile,android,CA,affiliate,578.9,499.8,10,false,false
S2-4CF31F2D6236,U-99915,2024-03-01 00:50:32,6,click,P-5499,Shoes,Under Armour,69.03,web,tablet,IN,organic,191.0,2587.8,2,false,true
S2-F0EFB15C12F5,U-29125,2024-03-01 10:47:38,16,drop,P-2871,Apparel,Neutrogena,140.73,mobile,android,BR,direct,455.1,3190.4,5,false,true
S2-DDDD8EF8CD89,U-47667,2024-03-07 23:27:03,3,view,P-9949,Groceries,Maybelline,1.49,app,ios,UK,direct,417.1,3073.4,13,false,false
S2-E6B267F7723A,U-10496,2024-03-01 20:43:48,20,purchase,P-8696,Sports,GreatValue,472.99,app,tablet,FR,organic,12.9,722.8,26,true,false
S2-7852E74104FC,U-57796,2024-03-01 14:46:36,18,purchase,P-3611,Electronics,Ikea,75.26,web,android,BR,paid_search,577.9,590.0,35,true,false
S2-E4176BFFAA5A,U-22763,2024-03-04 08:42:10,19,drop,P-3939,Sports,Bose,390.23,mobile,desktop,AU,email,235.3,1401.1,49,false,false
S2-386539AC1CA5,U-77895,2024-03-04 15:55:48,19,view,P-4126,Accessories,Under Armour,64.23,app,tablet,US,email,506.1,2888.4,34,false,false
S2-C77B6F8EA7CC,U-73439,2024-03-06 10:19:29,13,wishlist,P-1638,Shoes,Dove,94.76,mobile,ios,US,paid_search,496.6,1049.5,21,false,true
S2-A3897D74DD6B,U-30797,2024-03-05 08:11:01,20,view,P-8263,Accessories,DailyFresh,138.47,web,tablet,UK,social,61.9,3326.1,41,false,false
S2-251454C2268A,U-61187,2024-03-04 03:00:43,20,view,P-3255,Groceries,Asics,8.57,web,ios,AU,affiliate,530.9,2118.2,10,false,false
S2-176C0D0476D8,U-57227,2024-03-06 06:39:27,4,view,P-2974,Sports,NatureBest,398.53,mobile,ios,DE,direct,89.0,3201.5,45,false,false
S2-3D58DCB53579,U-90728,2024-03-06 13:55:47,6,add_to_cart,P-7646,Groceries,Ray-Ban,26.89,mobile,ios,CA,affiliate,471.6,2027.5,30,false,false
S2-11A3CC8C9998,U-82770,2024-03-03 16:37:51,1,wishlist,P-3976,Beauty,Spalding,116.25,mobile,ios,BR,referral,270.9,1958.2,33,false,false
S2-E521C89D69F0,U-23396,2024-03-04 19:30:19,15,view,P-8124,Accessories,Asics,152.73,web,desktop,US,affiliate,178.8,184.3,39,false,true
S2-E191AF7BC75F,U-86068,2024-03-06 10:12:19,18,view,P-3159,Electronics,Puma,206.43,app,desktop,FR,direct,331.4,3200.0,43,false,false
S2-AF5FDF3E1515,U-46178,2024-03-02 16:58:23,8,drop,P-1756,Accessories,Sony,10.8,mobile,desktop,IN,referral,91.9,1128.3,3,false,false
S2-15AEC329824B,U-75161,2024-03-04 13:31:22,11,wishlist,P-6319,Home,Puma,54.48,app,tablet,CA,affiliate,448.9,2754.1,32,false,false
S2-97F948181319,U-64100,2024-03-02 16:46:56,19,purchase,P-8109,Beauty,HomeGoods,68.3,mobile,tablet,AU,organic,235.3,3255.4,43,true,false
S2-21826AD896F3,U-59825,2024-03-03 22:00:25,19,view,P-9457,Home,Wilson,354.65,mobile,ios,BR,referral,149.0,173.4,4,false,true
S2-3212A5012BBD,U-92435,2024-03-07 11:00:59,3,click,P-4393,Groceries,Spalding,45.63,app,android,IN,social,191.7,1917.9,15,false,true
S2-A59A87C6094F,U-98298,2024-03-03 19:05:06,14,click,P-6777,Groceries,Samsung,25.25,web,ios,IN,organic,248.5,1963.6,47,false,true
S2-E75584FD7DBC,U-88811,2024-03-03 15:59:14,13,add_to_cart,P-8034,Apparel,New Balance,173.62,web,android,CA,social,289.7,3419.9,50,false,true
